colour	x	y	clickSelects	showSelected1	showSelected2	fill
#00BFC4	2.23127299084967	-0.994520440514048	6	40	6	#00BFC4
#00B0F6	2.53163436746972	-7.24958747566061	7	40	7	#00B0F6
#9590FF	-9.53312509226462	-1.7978516368122	8	40	8	#9590FF
#E76BF3	-8.96945752791671	-11.4147550862649	9	40	9	#E76BF3
#FF62BC	-2.13084566431877	2.95438367332903	10	40	10	#FF62BC
#F8766D	10.587155348198	-0.168284387131671	1	41	1	#F8766D
#D89000	-2.66836288686471	-3.365794524579	2	41	2	#D89000
#A3A500	-1.15411832058819	-1.86732247521735	3	41	3	#A3A500
#39B600	0.770423343921164	-6.48228542679095	4	41	4	#39B600
#00BF7D	-1.1163665314194	4.52881458433285	5	41	5	#00BF7D
#00BFC4	1.64317512956669	-2.06739584124801	6	41	6	#00BFC4
#00B0F6	1.87133853749415	-9.54255890614128	7	41	7	#00B0F6
#9590FF	-9.42011157006727	-3.00505848687655	8	41	8	#9590FF
#E76BF3	-9.28985632760275	-11.3006456564677	9	41	9	#E76BF3
#FF62BC	-0.264464167379979	1.92108659422366	10	41	10	#FF62BC
#F8766D	11.27596310054	-1.29657292232904	1	42	1	#F8766D
#D89000	-1.94327986918985	-1.69479721918083	2	42	2	#D89000
#A3A500	-0.936738109649101	-0.856969442765226	3	42	3	#A3A500
#39B600	0.568766612302786	-6.25876421091649	4	42	4	#39B600
#00BF7D	-2.48205639200808	2.32232999112323	5	42	5	#00BF7D
#00BFC4	1.33423752088953	-3.02198145980117	6	42	6	#00BFC4
#00B0F6	1.41843565095692	-9.61113197335152	7	42	7	#00B0F6
#9590FF	-8.75688242554748	-2.24375258531128	8	42	8	#9590FF
#E76BF3	-7.98122679085405	-12.480549856426	9	42	9	#E76BF3
#FF62BC	0.236576142514519	5.13228555099095	10	42	10	#FF62BC
#F8766D	8.7221382495892	-1.30967357470061	1	43	1	#F8766D
#D89000	-2.17921381852391	-1.02682914462273	2	43	2	#D89000
#A3A500	-1.19630075291054	-0.870137145717389	3	43	3	#A3A500
#39B600	-0.0946003043164069	-5.48271718044018	4	43	4	#39B600
#00BF7D	-2.80104710283423	0.311594658487971	5	43	5	#00BF7D
#00BFC4	2.07663267846184	-4.15016195477297	6	43	6	#00BFC4
#00B0F6	0.544142975171148	-9.2623324017658	7	43	7	#00B0F6
#9590FF	-10.8396961918508	-2.5966510674082	8	43	8	#9590FF
#E76BF3	-7.88745888804383	-11.5357752585084	9	43	9	#E76BF3
#FF62BC	0.234756330511724	4.12756569846448	10	43	10	#FF62BC
#F8766D	9.44604098208604	-2.34220071180573	1	44	1	#F8766D
#D89000	-2.84804655951427	-0.469483140499971	2	44	2	#D89000
#A3A500	-2.30934094662634	-1.12571856881691	3	44	3	#A3A500
#39B600	-0.437405493683352	-6.59610893758685	4	44	4	#39B600
#00BF7D	-2.75126777966549	0.732792098102775	5	44	5	#00BF7D
#00BFC4	0.848950716936309	-4.47311226661934	6	44	6	#00BFC4
#00B0F6	-0.219862935656299	-8.38215250057428	7	44	7	#00B0F6
#9590FF	-12.0858782534686	-2.7915146741841	8	44	8	#9590FF
#E76BF3	-6.87068491028406	-10.3477202764046	9	44	9	#E76BF3
#FF62BC	0.958368954570587	3.61780118669653	10	44	10	#FF62BC
#F8766D	9.66558899295934	-2.19740233849728	1	45	1	#F8766D
#D89000	-2.47775213814972	-1.11008991209527	2	45	2	#D89000
#A3A500	-2.03023255289573	-0.955916309258377	3	45	3	#A3A500
#39B600	-0.235463056370028	-6.7532964250077	4	45	4	#39B600
#00BF7D	-2.76426432209683	0.833731692648879	5	45	5	#00BF7D
#00BFC4	0.758085710858819	-5.44650642076762	6	45	6	#00BFC4
#00B0F6	1.14516842966254	-9.20197777582748	7	45	7	#00B0F6
#9590FF	-11.1777476845855	-1.42859570515868	8	45	8	#9590FF
#E76BF3	-7.48057308168597	-9.38634934587335	9	45	9	#E76BF3
#FF62BC	2.35480617579004	2.73407671229541	10	45	10	#FF62BC
#F8766D	8.76549687752302	-2.3891245738336	1	46	1	#F8766D
#D89000	-0.754419005352886	0.349302252060819	2	46	2	#D89000
#A3A500	-0.121190390766795	-1.17657176039292	3	46	3	#A3A500
#39B600	-1.01260425222529	-6.24815053873456	4	46	4	#39B600
#00BF7D	-4.06656958470994	-0.199765313424	5	46	5	#00BF7D
#00BFC4	3.3815808776775	-5.2760329493084	6	46	6	#00BFC4
#00B0F6	1.37479734400935	-8.00130961493555	7	46	7	#00B0F6
#9590FF	-10.9909977924436	-1.59200161992441	8	46	8	#9590FF
#E76BF3	-7.40443644673569	-8.10387348275071	9	46	9	#E76BF3
#FF62BC	3.75966636211137	5.46127310020668	10	46	10	#FF62BC
#F8766D	9.70742109485394	-2.17291302757584	1	47	1	#F8766D
#D89000	-1.00303304263244	0.536966069087259	2	47	2	#D89000
#A3A500	-0.0247115310603102	0.0820503648206825	3	47	3	#A3A500
#39B600	-1.44653519352703	-5.72463275782559	4	47	4	#39B600
#00BF7D	-1.88790171725837	0.915688964055959	5	47	5	#00BF7D
#00BFC4	0.422801258547374	-6.23353519147887	6	47	6	#00BFC4
#00B0F6	1.45568558320846	-8.12571519479098	7	47	7	#00B0F6
#9590FF	-10.8808599878264	-1.40026379087444	8	47	8	#9590FF
#E76BF3	-7.19098812042303	-7.83165623214736	9	47	9	#E76BF3
#FF62BC	2.20184674947905	4.76745863653343	10	47	10	#FF62BC
#F8766D	11.1865930157061	-1.82521629513719	1	48	1	#F8766D
#D89000	-1.61480006427522	1.45072865551837	2	48	2	#D89000
#A3A500	-1.63902150541966	0.690324918201364	3	48	3	#A3A500
#39B600	-1.04404508293636	-6.33218074563008	4	48	4	#39B600
#00BF7D	-1.22334626996889	1.0953470349278	5	48	5	#00BF7D
#00BFC4	1.36692832954231	-8.14194461089625	6	48	6	#00BFC4
#00B0F6	0.509424785500175	-7.62276893710189	7	48	7	#00B0F6
#9590FF	-11.1291484370653	-0.431364637395944	8	48	8	#9590FF
#E76BF3	-8.51942458896211	-8.70739335792069	9	48	9	#E76BF3
#FF62BC	3.04661049157797	2.63143409783542	10	48	10	#FF62BC
#F8766D	9.66376543412106	-0.519777952996124	1	49	1	#F8766D
#D89000	-2.72791827216129	3.24605252695916	2	49	2	#D89000
#A3A500	-0.398037609883764	-0.477510309272084	3	49	3	#A3A500
#39B600	-1.04056314787337	-7.4844683706121	4	49	4	#39B600
#00BF7D	-2.46114085596196	0.180891565582154	5	49	5	#00BF7D
#00BFC4	1.92262744844034	-7.61321657836262	6	49	6	#00BFC4
#00B0F6	-1.67372456385972	-6.78769001005331	7	49	7	#00B0F6
#9590FF	-11.3761728941625	0.777772336695587	8	49	8	#9590FF
#E76BF3	-7.40656766137566	-7.40792081255987	9	49	9	#E76BF3
#FF62BC	2.70493725456888	3.70716640204531	10	49	10	#FF62BC
#F8766D	10.6035664576354	-1.58388766801536	1	50	1	#F8766D
#D89000	-2.56454357875452	1.63247505447871	2	50	2	#D89000
#A3A500	-1.28617616852416	0.122300779425343	3	50	3	#A3A500
#39B600	-1.76672413062972	-5.75150366522505	4	50	4	#39B600
#00BF7D	-2.05354385034822	2.11539612803989	5	50	5	#00BF7D
#00BFC4	3.60616378769213	-7.08039600269183	6	50	6	#00BFC4
#00B0F6	0.0322552597048906	-6.06802425403352	7	50	7	#00B0F6
#9590FF	-13.3023395949886	1.33786572245077	8	50	8	#9590FF
#E76BF3	-8.24056567660413	-7.42600774421984	9	50	9	#E76BF3
#FF62BC	4.12406977090207	0.3354273194948	10	50	10	#FF62BC
